"variables" "activity" "subject" "average"
"fBodyAccMagmean" "STANDING" 2 -0.964052166481482
"fBodyAccMagmean" "STANDING" 3 -0.926968932295082
"fBodyAccMagmean" "STANDING" 4 -0.917614014821429
"fBodyAccMagmean" "STANDING" 5 -0.9046413925
"fBodyAccMagmean" "STANDING" 6 -0.945949804035088
"fBodyAccMagmean" "STANDING" 7 -0.945611450377358
"fBodyAccMagmean" "STANDING" 8 -0.953746070740741
"fBodyAccMagmean" "STANDING" 9 -0.946330171777778
"fBodyAccMagmean" "STANDING" 10 -0.9401101675
"fBodyAccMagmean" "STANDING" 11 -0.982255413617021
"fBodyAccMagmean" "STANDING" 12 -0.945217802786885
"fBodyAccMagmean" "STANDING" 13 -0.972393559473684
"fBodyAccMagmean" "STANDING" 14 -0.949715059833333
"fBodyAccMagmean" "STANDING" 15 -0.960337344339623
"fBodyAccMagmean" "STANDING" 16 -0.971082558076923
"fBodyAccMagmean" "STANDING" 17 -0.980967748205128
"fBodyAccMagmean" "STANDING" 18 -0.976797646027397
"fBodyAccMagmean" "STANDING" 19 -0.968910788767123
"fBodyAccMagmean" "STANDING" 20 -0.921225595205479
"fBodyAccMagmean" "STANDING" 21 -0.962291334157303
"fBodyAccMagmean" "STANDING" 22 -0.949044483015873
"fBodyAccMagmean" "STANDING" 23 -0.957986177058823
"fBodyAccMagmean" "STANDING" 24 -0.960066088115942
"fBodyAccMagmean" "STANDING" 25 -0.972355393243243
"fBodyAccMagmean" "STANDING" 26 -0.970605250405405
"fBodyAccMagmean" "STANDING" 27 -0.973186182375
"fBodyAccMagmean" "STANDING" 28 -0.929146479367089
"fBodyAccMagmean" "STANDING" 29 -0.984548094769231
"fBodyAccMagmean" "STANDING" 30 -0.932047450677966
"fBodyAccMagmean" "WALKING" 1 -0.128623450629474
"fBodyAccMagmean" "WALKING" 2 -0.324289427932203
"fBodyAccMagmean" "WALKING" 3 -0.290031535172414
"fBodyAccMagmean" "WALKING" 4 -0.450804558333333
"fBodyAccMagmean" "WALKING" 5 -0.304992488892857
"fBodyAccMagmean" "WALKING" 6 -0.201386607649123
"fBodyAccMagmean" "WALKING" 7 -0.151243649578947
"fBodyAccMagmean" "WALKING" 8 -0.09521728274375
"fBodyAccMagmean" "WALKING" 9 -0.318801022711538
"fBodyAccMagmean" "WALKING" 10 -0.0930237422792453
"fBodyAccMagmean" "WALKING" 11 -0.458514062542373
"fBodyAccMagmean" "WALKING" 12 -0.153116002784
"fBodyAccMagmean" "WALKING" 13 -0.23460086645614
"fBodyAccMagmean" "WALKING" 14 -0.373516771016949
"fBodyAccMagmean" "WALKING" 15 -0.275156242062037
"fBodyAccMagmean" "WALKING" 16 -0.410463241960784
"fBodyAccMagmean" "WALKING" 17 -0.429380043442623
"fBodyAccMagmean" "WALKING" 18 -0.424386734107143
"fBodyAccMagmean" "WALKING" 19 0.0322272296217308
"fBodyAccMagmean" "WALKING" 20 -0.00353341793921569
"fBodyAccMagmean" "WALKING" 21 -0.251266388923077
"fBodyAccMagmean" "WALKING" 22 -0.0241584964891304
"fBodyAccMagmean" "WALKING" 23 -0.0942606311677966
"fBodyAccMagmean" "WALKING" 24 -0.434618912068966
"fBodyAccMagmean" "WALKING" 25 -0.566060023108108
"fBodyAccMagmean" "WALKING" 26 -0.379836742711864
"fBodyAccMagmean" "WALKING" 27 -0.327229405789474
"fBodyAccMagmean" "WALKING" 28 -0.352156841666667
"fBodyAccMagmean" "WALKING" 29 -0.235683305566038
"fBodyAccMagmean" "WALKING" 30 -0.342363772923077
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 1 0.0965845343040816
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 2 0.293424826591489
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 3 0.0289413195612245
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 4 -0.01907433524
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 5 0.155742168808511
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 6 0.395958034583333
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 7 0.218911066191489
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 8 0.301626757315789
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 9 0.222203941
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 10 0.220115703368421
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 11 0.0902807576630435
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 12 0.148017269434783
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 13 0.0528791880659574
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 14 0.471905155133333
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 15 0.331150229285714
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 16 0.114032088546809
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 17 0.0580680522108696
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 18 -0.241973534781818
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 19 0.586637550769231
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 20 0.151887747217778
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 21 0.239895893822222
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 22 0.155526858911111
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 23 0.364829993351852
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 24 -0.0231701626603636
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 25 -0.288154787517241
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 26 0.075101684668
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 27 0.149816459227273
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 28 0.188840007695652
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 29 0.115973968158333
"fBodyAccMagmean" "WALKING_DOWNSTAIRS" 30 0.00410151034354839
"fBodyAccMagmean" "WALKING_UPSTAIRS" 1 -0.352395944716981
"fBodyAccMagmean" "WALKING_UPSTAIRS" 2 -0.14531853915625
"fBodyAccMagmean" "WALKING_UPSTAIRS" 3 -0.315866079491525
"fBodyAccMagmean" "WALKING_UPSTAIRS" 4 -0.276825498230769
"fBodyAccMagmean" "WALKING_UPSTAIRS" 5 -0.169261525
"fBodyAccMagmean" "WALKING_UPSTAIRS" 6 -0.0819479396203922
"fBodyAccMagmean" "WALKING_UPSTAIRS" 7 -0.378618761568627
"fBodyAccMagmean" "WALKING_UPSTAIRS" 8 -0.13026451905122
"fBodyAccMagmean" "WALKING_UPSTAIRS" 9 -0.372890348979592
"fBodyAccMagmean" "WALKING_UPSTAIRS" 10 -0.166866721574468
"fBodyAccMagmean" "WALKING_UPSTAIRS" 11 -0.336061027407407
"fBodyAccMagmean" "WALKING_UPSTAIRS" 12 -0.290005418653846
"fBodyAccMagmean" "WALKING_UPSTAIRS" 13 -0.367522800909091
"fBodyAccMagmean" "WALKING_UPSTAIRS" 14 -0.0759851813333333
"fBodyAccMagmean" "WALKING_UPSTAIRS" 15 -0.165242147958333
"fBodyAccMagmean" "WALKING_UPSTAIRS" 16 -0.370649738235294
"fBodyAccMagmean" "WALKING_UPSTAIRS" 17 -0.150305643291667
"fBodyAccMagmean" "WALKING_UPSTAIRS" 18 -0.436561064482759
"fBodyAccMagmean" "WALKING_UPSTAIRS" 19 -0.07962876322
"fBodyAccMagmean" "WALKING_UPSTAIRS" 20 -0.205009295196078
"fBodyAccMagmean" "WALKING_UPSTAIRS" 21 -0.257894449148936
"fBodyAccMagmean" "WALKING_UPSTAIRS" 22 -0.0866905123880952
"fBodyAccMagmean" "WALKING_UPSTAIRS" 23 -0.231382662235294
"fBodyAccMagmean" "WALKING_UPSTAIRS" 24 -0.322300989322034
"fBodyAccMagmean" "WALKING_UPSTAIRS" 25 -0.527907561538462
"fBodyAccMagmean" "WALKING_UPSTAIRS" 26 -0.167566383372727
"fBodyAccMagmean" "WALKING_UPSTAIRS" 27 -0.393928937058824
"fBodyAccMagmean" "WALKING_UPSTAIRS" 28 -0.213519364760784
"fBodyAccMagmean" "WALKING_UPSTAIRS" 29 -0.108306402963265
"fBodyAccMagmean" "WALKING_UPSTAIRS" 30 -0.400588353846154
"fBodyAccMagmeanFreq" "LAYING" 1 0.08640856294
"fBodyAccMagmeanFreq" "LAYING" 2 0.2662982125
"fBodyAccMagmeanFreq" "LAYING" 3 0.236990127870968
"fBodyAccMagmeanFreq" "LAYING" 4 0.241697899814815
"fBodyAccMagmeanFreq" "LAYING" 5 0.292032094967308
"fBodyAccMagmeanFreq" "LAYING" 6 0.1446050868
"fBodyAccMagmeanFreq" "LAYING" 7 -0.129091025169231
"fBodyAccMagmeanFreq" "LAYING" 8 0.0484988463518519
"fBodyAccMagmeanFreq" "LAYING" 9 -0.085609052452
"fBodyAccMagmeanFreq" "LAYING" 10 0.260388946262069
"fBodyAccMagmeanFreq" "LAYING" 11 0.336010660578947
"fBodyAccMagmeanFreq" "LAYING" 12 0.0818083852738333
"fBodyAccMagmeanFreq" "LAYING" 13 0.0815111222612903
"fBodyAccMagmeanFreq" "LAYING" 14 -0.131771172645098
"fBodyAccMagmeanFreq" "LAYING" 15 0.127358410820833
"fBodyAccMagmeanFreq" "LAYING" 16 -0.121302340485714
"fBodyAccMagmeanFreq" "LAYING" 17 -0.0494678208816901
"fBodyAccMagmeanFreq" "LAYING" 18 0.339472649138462
"fBodyAccMagmeanFreq" "LAYING" 19 0.168481196584337
"fBodyAccMagmeanFreq" "LAYING" 20 0.187758018548529
"fBodyAccMagmeanFreq" "LAYING" 21 -0.101802808811111
"fBodyAccMagmeanFreq" "LAYING" 22 0.0988290426666667
"fBodyAccMagmeanFreq" "LAYING" 23 0.0359321171277778
"fBodyAccMagmeanFreq" "LAYING" 24 0.0811245566805556
"fBodyAccMagmeanFreq" "LAYING" 25 -0.241575056393973
"fBodyAccMagmeanFreq" "LAYING" 26 0.277268278907895
"fBodyAccMagmeanFreq" "LAYING" 27 0.368679681202703
"fBodyAccMagmeanFreq" "LAYING" 28 0.038386092475
"fBodyAccMagmeanFreq" "LAYING" 29 0.435846931652174
"fBodyAccMagmeanFreq" "LAYING" 30 0.17601722025
"fBodyAccMagmeanFreq" "SITTING" 1 0.236655011680851
"fBodyAccMagmeanFreq" "SITTING" 2 0.130934202854348
"fBodyAccMagmeanFreq" "SITTING" 3 0.02816007875
"fBodyAccMagmeanFreq" "SITTING" 4 0.028092110644
"fBodyAccMagmeanFreq" "SITTING" 5 0.0586075165227273
"fBodyAccMagmeanFreq" "SITTING" 6 0.128902046152727
"fBodyAccMagmeanFreq" "SITTING" 7 -0.0112330111875
"fBodyAccMagmeanFreq" "SITTING" 8 0.121543001092174
"fBodyAccMagmeanFreq" "SITTING" 9 -0.08061344386
"fBodyAccMagmeanFreq" "SITTING" 10 0.221566081296296
"fBodyAccMagmeanFreq" "SITTING" 11 0.198648837339623
"fBodyAccMagmeanFreq" "SITTING" 12 0.00487835794117647
"fBodyAccMagmeanFreq" "SITTING" 13 0.150538936606122
"fBodyAccMagmeanFreq" "SITTING" 14 0.015368050237037
"fBodyAccMagmeanFreq" "SITTING" 15 0.157506318561017
"fBodyAccMagmeanFreq" "SITTING" 16 0.240617264101449
"fBodyAccMagmeanFreq" "SITTING" 17 0.126009669051562
"fBodyAccMagmeanFreq" "SITTING" 18 0.304581057473684
"fBodyAccMagmeanFreq" "SITTING" 19 -0.0538580142455342
"fBodyAccMagmeanFreq" "SITTING" 20 0.0408663540363636
"fBodyAccMagmeanFreq" "SITTING" 21 0.250062689644706
"fBodyAccMagmeanFreq" "SITTING" 22 -0.0543672717149677
"fBodyAccMagmeanFreq" "SITTING" 23 0.162284907683824
"fBodyAccMagmeanFreq" "SITTING" 24 0.0943831689514706
"fBodyAccMagmeanFreq" "SITTING" 25 0.194658204369231
"fBodyAccMagmeanFreq" "SITTING" 26 0.0890797482948718
"fBodyAccMagmeanFreq" "SITTING" 27 0.207855626508571
"fBodyAccMagmeanFreq" "SITTING" 28 0.0291999772481944
"fBodyAccMagmeanFreq" "SITTING" 29 0.250970927783333
"fBodyAccMagmeanFreq" "SITTING" 30 0.0705937003967742
"fBodyAccMagmeanFreq" "STANDING" 1 0.284555290773585
"fBodyAccMagmeanFreq" "STANDING" 2 0.119649963903704
"fBodyAccMagmeanFreq" "STANDING" 3 -0.000332753967377052
"fBodyAccMagmeanFreq" "STANDING" 4 -0.102971757742857
"fBodyAccMagmeanFreq" "STANDING" 5 -0.0169422323298214
"fBodyAccMagmeanFreq" "STANDING" 6 0.0373542193561403
"fBodyAccMagmeanFreq" "STANDING" 7 -0.0288451773293208
"fBodyAccMagmeanFreq" "STANDING" 8 0.110646845581481
"fBodyAccMagmeanFreq" "STANDING" 9 0.0235738706622222
"fBodyAccMagmeanFreq" "STANDING" 10 0.0902454673818182
"fBodyAccMagmeanFreq" "STANDING" 11 0.233078227234043
"fBodyAccMagmeanFreq" "STANDING" 12 0.0468988697540984
"fBodyAccMagmeanFreq" "STANDING" 13 0.0936059842982456
"fBodyAccMagmeanFreq" "STANDING" 14 -0.0374702781666667
"fBodyAccMagmeanFreq" "STANDING" 15 0.0328961071132075
"fBodyAccMagmeanFreq" "STANDING" 16 0.0924921398371795
"fBodyAccMagmeanFreq" "STANDING" 17 0.119058407512821
"fBodyAccMagmeanFreq" "STANDING" 18 0.0447928488520548
"fBodyAccMagmeanFreq" "STANDING" 19 0.00178112668493151
"fBodyAccMagmeanFreq" "STANDING" 20 -0.0784367685864384
"fBodyAccMagmeanFreq" "STANDING" 21 0.0947666458898876
"fBodyAccMagmeanFreq" "STANDING" 22 -0.0729359541825397
"fBodyAccMagmeanFreq" "STANDING" 23 0.0611889890617647
"fBodyAccMagmeanFreq" "STANDING" 24 -0.0499986378695652
"fBodyAccMagmeanFreq" "STANDING" 25 0.153959874551081
"fBodyAccMagmeanFreq" "STANDING" 26 0.0663748187851351
"fBodyAccMagmeanFreq" "STANDING" 27 0.17782530310375
"fBodyAccMagmeanFreq" "STANDING" 28 -0.0886594278246835
"fBodyAccMagmeanFreq" "STANDING" 29 0.179958311861538
"fBodyAccMagmeanFreq" "STANDING" 30 -0.111500209335424
"fBodyAccMagmeanFreq" "WALKING" 1 0.1906437244
"fBodyAccMagmeanFreq" "WALKING" 2 0.393206208305085
"fBodyAccMagmeanFreq" "WALKING" 3 0.113494312836207
"fBodyAccMagmeanFreq" "WALKING" 4 0.382096409966667
"fBodyAccMagmeanFreq" "WALKING" 5 0.149852522225
"fBodyAccMagmeanFreq" "WALKING" 6 0.20009036395614
"fBodyAccMagmeanFreq" "WALKING" 7 0.172997883545614
"fBodyAccMagmeanFreq" "WALKING" 8 0.204080887916667
"fBodyAccMagmeanFreq" "WALKING" 9 0.161672988528846
"fBodyAccMagmeanFreq" "WALKING" 10 0.179599864783019
"fBodyAccMagmeanFreq" "WALKING" 11 0.0935818048854746
"fBodyAccMagmeanFreq" "WALKING" 12 0.25226775306
"fBodyAccMagmeanFreq" "WALKING" 13 0.253532325631579
"fBodyAccMagmeanFreq" "WALKING" 14 -0.0368327907423729
"fBodyAccMagmeanFreq" "WALKING" 15 0.0782256056231481
"fBodyAccMagmeanFreq" "WALKING" 16 0.175600477686275
"fBodyAccMagmeanFreq" "WALKING" 17 0.174349227754098
"fBodyAccMagmeanFreq" "WALKING" 18 0.131646853132143
"fBodyAccMagmeanFreq" "WALKING" 19 0.307394950576923
"fBodyAccMagmeanFreq" "WALKING" 20 0.291882701372549
"fBodyAccMagmeanFreq" "WALKING" 21 0.232789920596154
"fBodyAccMagmeanFreq" "WALKING" 22 0.368620829130435
"fBodyAccMagmeanFreq" "WALKING" 23 0.281811709254237
"fBodyAccMagmeanFreq" "WALKING" 24 0.153588267505862
"fBodyAccMagmeanFreq" "WALKING" 25 0.0526493104482432
"fBodyAccMagmeanFreq" "WALKING" 26 0.174398099661017
"fBodyAccMagmeanFreq" "WALKING" 27 0.243535983807018
"fBodyAccMagmeanFreq" "WALKING" 28 0.107450069401852
"fBodyAccMagmeanFreq" "WALKING" 29 0.0998266557713208
"fBodyAccMagmeanFreq" "WALKING" 30 0.0483161700923077
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 1 0.119187142767959
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 2 0.0938321297617021
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 3 0.0439616686306122
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 4 0.101078170917778
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 5 -0.0137055065085106
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 6 0.106479482332292
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 7 0.00380298110638298
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 8 0.229144569581579
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 9 -0.0498273898880952
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 10 0.164428829157895
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 11 0.0316725683978261
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 12 0.078615024478587
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 13 0.0821411398170213
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 14 0.000464165078
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 15 -0.0581788548595238
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 16 0.0201391853085106
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 17 -0.0553633752984783
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 18 -0.0768405979909091
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 19 0.226461674461538
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 20 -0.102474919222222
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 21 0.0117020858033333
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 22 0.130782546102778
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 23 0.167846645746296
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 24 -0.0364416083527273
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 25 -0.17216563837931
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 26 -0.152993475556
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 27 0.0640204520170455
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 28 0.0406977206476087
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 29 0.0204223113808333
"fBodyAccMagmeanFreq" "WALKING_DOWNSTAIRS" 30 -0.072482764933871
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 1 -0.0977433496415094
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 2 0.107680395229167
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 3 0.0238218745338983
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 4 -0.108017171661154
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 5 -0.020494853812766
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 6 -0.0140154345627451
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 7 -0.0892278153411765
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 8 0.207071289558293
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 9 -0.00195427494897959
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 10 0.0879049622851064
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 11 -0.137089383
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 12 -0.00111843704807692
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 13 -0.15090472406
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 14 -0.168723817533333
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 15 -0.0383017813479167
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 16 -0.0937396805764706
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 17 -0.184408514979167
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 18 -0.218615528237931
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 19 0.1670048042575
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 20 0.0274686447058824
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 21 0.029334838793617
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 22 0.29374477
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 23 -0.0111619282254902
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 24 -0.113727064838983
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 25 -0.273261579076923
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 26 -0.0172240385858182
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 27 -0.0126842499664706
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 28 0.0202047636666667
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 29 -0.145077640897959
"fBodyAccMagmeanFreq" "WALKING_UPSTAIRS" 30 -0.312338030213846
"fBodyAccMagstd" "LAYING" 1 -0.7983009404
"fBodyAccMagstd" "LAYING" 2 -0.975121387916667
"fBodyAccMagstd" "LAYING" 3 -0.968350217419355
"fBodyAccMagstd" "LAYING" 4 -0.937187975962963
"fBodyAccMagstd" "LAYING" 5 -0.962525369423077
"fBodyAccMagstd" "LAYING" 6 -0.905373979824561
"fBodyAccMagstd" "LAYING" 7 -0.910542462919231
"fBodyAccMagstd" "LAYING" 8 -0.917257979425926
"fBodyAccMagstd" "LAYING" 9 -0.921929738394
"fBodyAccMagstd" "LAYING" 10 -0.944304974655172
"fBodyAccMagstd" "LAYING" 11 -0.976037695614035
"fBodyAccMagstd" "LAYING" 12 -0.942133255166667
"fBodyAccMagstd" "LAYING" 13 -0.949431319193548
"fBodyAccMagstd" "LAYING" 14 -0.859606047058823
"fBodyAccMagstd" "LAYING" 15 -0.94550856
"fBodyAccMagstd" "LAYING" 16 -0.958111895857143
"fBodyAccMagstd" "LAYING" 17 -0.949042531690141
"fBodyAccMagstd" "LAYING" 18 -0.987648484461539
"fBodyAccMagstd" "LAYING" 19 -0.964056773975904
"fBodyAccMagstd" "LAYING" 20 -0.9418940855
"fBodyAccMagstd" "LAYING" 21 -0.944449070888889
"fBodyAccMagstd" "LAYING" 22 -0.913267251263889
"fBodyAccMagstd" "LAYING" 23 -0.958465695416667
"fBodyAccMagstd" "LAYING" 24 -0.971063024027778
"fBodyAccMagstd" "LAYING" 25 -0.651353241643836
"fBodyAccMagstd" "LAYING" 26 -0.966576631710526
"fBodyAccMagstd" "LAYING" 27 -0.980296339054054
"fBodyAccMagstd" "LAYING" 28 -0.95756401875
"fBodyAccMagstd" "LAYING" 29 -0.981599783623188
"fBodyAccMagstd" "LAYING" 30 -0.964051810714286
"fBodyAccMagstd" "SITTING" 1 -0.928444801702128
"fBodyAccMagstd" "SITTING" 2 -0.955575602173913
"fBodyAccMagstd" "SITTING" 3 -0.874626592115385
"fBodyAccMagstd" "SITTING" 4 -0.9198157096
"fBodyAccMagstd" "SITTING" 5 -0.925669291136364
"fBodyAccMagstd" "SITTING" 6 -0.939547202909091
"fBodyAccMagstd" "SITTING" 7 -0.88691563825
"fBodyAccMagstd" "SITTING" 8 -0.93172124
"fBodyAccMagstd" "SITTING" 9 -0.8691725114
"fBodyAccMagstd" "SITTING" 10 -0.941511952777778
"fBodyAccMagstd" "SITTING" 11 -0.948521986037736
"fBodyAccMagstd" "SITTING" 12 -0.950647188823529
"fBodyAccMagstd" "SITTING" 13 -0.938529931020408
"fBodyAccMagstd" "SITTING" 14 -0.929193937222222
"fBodyAccMagstd" "SITTING" 15 -0.941195938135593
"fBodyAccMagstd" "SITTING" 16 -0.942588250115942
"fBodyAccMagstd" "SITTING" 17 -0.9653996796875
"fBodyAccMagstd" "SITTING" 18 -0.982226151578947
"fBodyAccMagstd" "SITTING" 19 -0.952802277671233
"fBodyAccMagstd" "SITTING" 20 -0.942151231515152
"fBodyAccMagstd" "SITTING" 21 -0.974447593176471
"fBodyAccMagstd" "SITTING" 22 -0.926798029822581
"fBodyAccMagstd" "SITTING" 23 -0.927090118382353
"fBodyAccMagstd" "SITTING" 24 -0.965852262058824
"fBodyAccMagstd" "SITTING" 25 -0.961997268307692
"fBodyAccMagstd" "SITTING" 26 -0.934587699141026
"fBodyAccMagstd" "SITTING" 27 -0.970885296857143
"fBodyAccMagstd" "SITTING" 28 -0.952281424444444
"fBodyAccMagstd" "SITTING" 29 -0.971218019833333
"fBodyAccMagstd" "SITTING" 30 -0.943543732580645
"fBodyAccMagstd" "STANDING" 1 -0.982313804716981
"fBodyAccMagstd" "STANDING" 2 -0.960519381481482
"fBodyAccMagstd" "STANDING" 3 -0.921836076557377
"fBodyAccMagstd" "STANDING" 4 -0.895340042142857
"fBodyAccMagstd" "STANDING" 5 -0.886745170714286
"fBodyAccMagstd" "STANDING" 6 -0.94456410754386
"fBodyAccMagstd" "STANDING" 7 -0.93728796509434
"fBodyAccMagstd" "STANDING" 8 -0.938628186322222
"fBodyAccMagstd" "STANDING" 9 -0.940265546444444
"fBodyAccMagstd" "STANDING" 10 -0.945048242954545
"fBodyAccMagstd" "STANDING" 11 -0.981503969574468
"fBodyAccMagstd" "STANDING" 12 -0.939741929016393
"fBodyAccMagstd" "STANDING" 13 -0.970445378947368
"fBodyAccMagstd" "STANDING" 14 -0.939799869833333
"fBodyAccMagstd" "STANDING" 15 -0.950204045849057
"fBodyAccMagstd" "STANDING" 16 -0.957173571923077
"fBodyAccMagstd" "STANDING" 17 -0.975504840641026
"fBodyAccMagstd" "STANDING" 18 -0.973264853561644
"fBodyAccMagstd" "STANDING" 19 -0.964259110821918
"fBodyAccMagstd" "STANDING" 20 -0.918651880273973
"fBodyAccMagstd" "STANDING" 21 -0.960041844382022
"fBodyAccMagstd" "STANDING" 22 -0.943739135238095
"fBodyAccMagstd" "STANDING" 23 -0.955291356470588
"fBodyAccMagstd" "STANDING" 24 -0.949522556376812
"fBodyAccMagstd" "STANDING" 25 -0.970203660405405
"fBodyAccMagstd" "STANDING" 26 -0.963909299324324
"fBodyAccMagstd" "STANDING" 27 -0.967529105125
"fBodyAccMagstd" "STANDING" 28 -0.923857158227848
"fBodyAccMagstd" "STANDING" 29 -0.982247716
"fBodyAccMagstd" "STANDING" 30 -0.921733233050847
"fBodyAccMagstd" "WALKING" 1 -0.398032586842105
"fBodyAccMagstd" "WALKING" 2 -0.577105211694915
"fBodyAccMagstd" "WALKING" 3 -0.456373080862069
"fBodyAccMagstd" "WALKING" 4 -0.651172628166667
"fBodyAccMagstd" "WALKING" 5 -0.519636926071429
"fBodyAccMagstd" "WALKING" 6 -0.421683093508772
"fBodyAccMagstd" "WALKING" 7 -0.351706780526316
"fBodyAccMagstd" "WALKING" 8 -0.360818978541667
"fBodyAccMagstd" "WALKING" 9 -0.513891953269231
"fBodyAccMagstd" "WALKING" 10 -0.370471943962264
"fBodyAccMagstd" "WALKING" 11 -0.584455992033898
"fBodyAccMagstd" "WALKING" 12 -0.4088962994
"fBodyAccMagstd" "WALKING" 13 -0.438388953157895
"fBodyAccMagstd" "WALKING" 14 -0.457490009491525
"fBodyAccMagstd" "WALKING" 15 -0.458344792407407
"fBodyAccMagstd" "WALKING" 16 -0.592150985098039
